Vernier Format 2
DFA_CONSTANTE_19.11_POS.cmbl 19/11/2024 18:03:13 .
Latest
Time	Force 1	Force 2	Forca Total	Alvo
t	F 1	F 2	FT	AL
s	N	N		

0	0.214113966562	5.30344647355	5.51756044012	18.9 
0.01	0.214113966562	5.30344647355	5.51756044012	18.9
0.02	0.214113966562	5.08878416382	5.30289813038	18.9
0.03	0.214113966562	5.30344647355	5.51756044012	18.9
0.04	0.214113966562	5.30344647355	5.51756044012	18.9
0.05	0.214113966562	5.08878416382	5.30289813038	18.9
0.06	0.214113966562	5.30344647355	5.51756044012	18.9
0.07	0.214113966562	5.30344647355	5.51756044012	18.9
0.08	0.214113966562	5.30344647355	5.51756044012	18.9
0.09	0.214113966562	5.08878416382	5.30289813038	18.9
0.1	0.214113966562	5.08878416382	5.30289813038	18.9
0.11	0.214113966562	5.30344647355	5.51756044012	18.9
0.12	0.214113966562	5.30344647355	5.51756044012	18.9
0.13	0.214113966562	5.30344647355	5.51756044012	18.9
0.14	0.214113966562	5.30344647355	5.51756044012	18.9
0.15	0.214113966562	5.30344647355	5.51756044012	18.9
0.16	0.214113966562	5.30344647355	5.51756044012	18.9
0.17	0.214113966562	5.30344647355	5.51756044012	18.9
0.18	0.214113966562	5.30344647355	5.51756044012	18.9
0.19	0.214113966562	5.08878416382	5.30289813038	18.9
0.2	0.214113966562	5.30344647355	5.51756044012	18.9
0.21	0.214113966562	5.30344647355	5.51756044012	18.9
0.22	0.214113966562	5.30344647355	5.51756044012	18.9
0.23	0.214113966562	5.30344647355	5.51756044012	18.9
0.24	0.214113966562	5.30344647355	5.51756044012	18.9
0.25	0.214113966562	5.30344647355	5.51756044012	18.9
0.26	0.214113966562	5.30344647355	5.51756044012	18.9
0.27	0.214113966562	5.30344647355	5.51756044012	18.9
0.28	0.214113966562	5.30344647355	5.51756044012	18.9
0.29	0.214113966562	5.30344647355	5.51756044012	18.9
0.3	0.214113966562	5.30344647355	5.51756044012	18.9
0.31	-2.97091901302E-07	5.30344647355	5.30344617646	18.9
0.32	0.214113966562	5.30344647355	5.51756044012	18.9
0.33	0.214113966562	5.30344647355	5.51756044012	18.9
0.34	0.214113966562	5.30344647355	5.51756044012	18.9
0.35	0.214113966562	5.30344647355	5.51756044012	18.9
0.36	0.214113966562	5.30344647355	5.51756044012	18.9
0.37	0.214113966562	5.30344647355	5.51756044012	18.9
0.38	0.214113966562	5.30344647355	5.51756044012	18.9
0.39	0.214113966562	5.30344647355	5.51756044012	18.9
0.4	-2.97091901302E-07	5.30344647355	5.30344617646	18.9
0.41	0.214113966562	5.30344647355	5.51756044012	18.9
0.42	0.214113966562	5.30344647355	5.51756044012	18.9
0.43	0.214113966562	5.30344647355	5.51756044012	18.9
0.44	0.214113966562	5.08878416382	5.30289813038	18.9
0.45	0.214113966562	5.30344647355	5.51756044012	18.9
0.46	0.214113966562	5.30344647355	5.51756044012	18.9
0.47	0.214113966562	5.08878416382	5.30289813038	18.9
0.48	0.214113966562	5.30344647355	5.51756044012	18.9
0.49	0.214113966562	5.30344647355	5.51756044012	18.9
0.5	0.214113966562	5.30344647355	5.51756044012	18.9
0.51	0.214113966562	5.30344647355	5.51756044012	18.9
0.52	0.214113966562	5.30344647355	5.51756044012	18.9
0.53	0.214113966562	5.30344647355	5.51756044012	18.9
0.54	-2.97091901302E-07	5.30344647355	5.30344617646	18.9
0.55	0.214113966562	5.08878416382	5.30289813038	18.9
0.56	-2.97091901302E-07	5.30344647355	5.30344617646	18.9
0.57	0.214113966562	5.30344647355	5.51756044012	18.9
0.58	0.214113966562	5.30344647355	5.51756044012	18.9
0.59	0.214113966562	5.30344647355	5.51756044012	18.9
0.6	0.214113966562	5.30344647355	5.51756044012	18.9
0.61	0.214113966562	5.30344647355	5.51756044012	18.9
0.62	0.214113966562	5.30344647355	5.51756044012	18.9
0.63	0.214113966562	5.30344647355	5.51756044012	18.9
0.64	0.214113966562	5.30344647355	5.51756044012	18.9
0.65	0.214113966562	5.30344647355	5.51756044012	18.9
0.66	0.214113966562	5.30344647355	5.51756044012	18.9
0.67	0.428228230216	5.30344647355	5.73167470377	18.9
0.68	0.642342493869	5.30344647355	5.94578896742	18.9
0.69	0.642342493869	5.51810878329	6.16045127716	18.9
0.7	0.856456757523	5.51810878329	6.37456554081	18.9
0.71	1.07057102118	5.73277109303	6.8033421142	18.9
0.72	1.28468528483	5.73277109303	7.01745637786	18.9
0.73	1.28468528483	5.73277109303	7.01745637786	18.9
0.74	1.28468528483	5.73277109303	7.01745637786	18.9
0.75	1.28468528483	5.73277109303	7.01745637786	18.9
0.76	1.28468528483	5.73277109303	7.01745637786	18.9
0.77	1.28468528483	5.73277109303	7.01745637786	18.9
0.78	1.07057102118	5.73277109303	6.8033421142	18.9
0.79	1.07057102118	5.51810878329	6.58867980447	18.9
0.8	0.856456757523	5.51810878329	6.37456554081	18.9
0.81	0.856456757523	5.51810878329	6.37456554081	18.9
0.82	0.856456757523	5.51810878329	6.37456554081	18.9
0.83	0.642342493869	5.51810878329	6.16045127716	18.9
0.84	0.642342493869	5.51810878329	6.16045127716	18.9
0.85	0.642342493869	5.51810878329	6.16045127716	18.9
0.86	0.642342493869	5.51810878329	6.16045127716	18.9
0.87	0.642342493869	5.51810878329	6.16045127716	18.9
0.88	0.642342493869	5.51810878329	6.16045127716	18.9
0.89	0.642342493869	5.51810878329	6.16045127716	18.9
0.9	0.642342493869	5.51810878329	6.16045127716	18.9
0.91	0.642342493869	5.30344647355	5.94578896742	18.9
0.92	0.642342493869	5.30344647355	5.94578896742	18.9
0.93	0.642342493869	5.30344647355	5.94578896742	18.9
0.94	0.642342493869	5.51810878329	6.16045127716	18.9
0.95	0.642342493869	5.51810878329	6.16045127716	18.9
0.96	0.642342493869	5.51810878329	6.16045127716	18.9
